"","labsampnum","pedon_key","site_key","latitude","longitude","hzn_desgn","hzn_top","hzn_bot","horizon_ap","land_cover_simple","clay_total","claysilt","ph_h2o","al_fe","ca_mg","MCI","ET","prcp_mean","temp_mean","NPP","AI","AI_factor","SOC_NPP_Ratio","SOC_NPP_Ratio_factor","fraction_quant_method","WS_mgpg_OC","POM_mgpg_OC","MAOM_mgpg_OC","fMAOM"
"19","01N05078",28486,28425,38.55,-77,"Ap2",3,10,"1","cropland",13,71.7,4.1,0.144977527823166,2.64,-1.25639181727873,1338,1331.17250066996,13.39053085,0.838759090909091,0.7909,"Humid",28.8810100059809,"low","direct measurement",24.2242096971529,6.09225938617743,18.1319503109755,0.748505339809147
"20","01P00030",26074,26074,63.71,-150.96,"AC",7,14,"0","forest",3.4,34.2,4.3,0.222209306678646,4.88,-0.998996641410651,571,580.495000563562,-2.037907,0.36695,0.8483,"Humid",61.543090393211,"high","direct measurement",22.5832370197888,8.81512904476695,13.7681079750218,0.609660517797223
"21","01P00175",26115,26115,35.58,-83.84,"Ap",0,21,"1","cropland",37.2,85.1,5.7,0.525234369414101,6.64,-0.329873473570615,1275,2146.44250330329,12.520953,0.674259090909091,1.1427,"Humid",41.774083965221,"low","direct measurement",28.1665558779499,4.17006194896765,23.9964939289823,0.851949881020698
"22","01P00255",26127,26127,38.7,-76.02,"Ap1",0,20,"1","cropland",11.5,89.2,6.3,0.118340090482163,6.31,-1.12977259413219,1356,1482.95000073314,13.57953125,0.746822727272727,0.832,"Humid",14.033797022214,"low","direct measurement",10.4807585661218,1.95706393738747,8.5236946287343,0.813270773766937
"23","01P01033",26172,26172,47.43,-87.99,"E",5,15,"0","forest",5.7,37.9,4.7,0.263511697994517,4.94,-0.916516752833186,879,1292.58249991061,3.99009635,0.806168181818182,0.9478,"Humid",26.4265136217092,"low","direct measurement",21.3042144382067,5.01940381118052,16.2848106270262,0.764393856166844
"24","01P02061",26296,26296,40.32,-120.31,"Ap",0,13,"1","cropland",58.9,91.2,7.7,0.199678694141013,56.88,1.47878089383177,1702,506.46250082273,10.3031672,0.390109090909091,0.1979,"Arid",98.7484520160139,"high","direct measurement",38.5226688446471,5.92452162721191,32.5981472174352,0.846206874941503
"25","01P02285",26322,26322,44.26,-85.92,"A",0,10,"0","forest",5.4,23.2,5.1,0.0893250808695567,2.24,-1.38300236708144,1014,1092.48749824241,7.46746025,1.04238181818182,0.8364,"Humid",20.2165316095309,"low","direct measurement",21.073344976473,4.9289698518815,16.1443751245915,0.766104059066827
"26","02N00482",28540,28479,44.96,-74.65,"Ap",0,15,"1","cropland",39.3,68.6,6.7,0.568005263157895,32.53,1.00778508046522,966,1127.66749896854,6.85797525,0.616186363636364,0.992,"Humid",71.6872300824671,"high","direct measurement",44.1726936236787,5.80736208804488,38.3653315356339,0.868530496747161
"27","02N00643",28543,28482,34.29,-81.81,"A",0,10,"0","forest",3.9,23.1,4.2,0.0495908540218471,0.59,-1.53955116037979,1501,1585.86749777198,16.04614,0.474863636363636,0.7981,"Humid",17.8500442354694,"low","direct measurement",8.47633691490675,1.68364277578802,6.79269413911874,0.8013714187284
"28","02N02313",29880,29795,35.35,-84.88,"Ap",0,13,"1","cropland",25.5,70.2,5.6,0.201863478468183,4.16,-1.07310245089463,1331,1706.33500011358,14.6981445,0.488063636363636,1.0607,"Humid",19.0410829829339,"low","direct measurement",9.29326020095248,2.08888657891659,7.20437362203589,0.775225643773269
"29","02N03278",29160,29087,30.36,-83.13,"A",0,8,"0","forest",2.2,7.6,5.2,0.0428063397174056,2.37,-1.46631976014614,1627,1743.90750293341,19.772255,0.85757619047619,0.835,"Humid",23.3914320565011,"low","direct measurement",20.0599351927969,7.96916026625704,12.0907749265398,0.602732501891701
