"","site_key","pedon_key","latidude","longitude","POM_mgpg_OC","MAOM_mgpg_OC","WS_mgpg_OC_calculated","clay_total","claysilt","ph_h2o","al_fe","DEC","ET","prcp_mean","temp_mean","NPP_MODIS_mean_2001_2022_kgC_m2","horizon_ap","hzn_bot","aridity_index_v3","land_cover_simple","MCI","fMAOM","SOC_NPP_Ratio","SOC_NPP_Ratio_factor","aridity_index_factor","fraction_quant_method"
"29",29795,29880,35.35,-84.88,2.08888657891659,7.20437362203589,9.29326020095248,25.5,70.2,5.6,0.201863478468183,4.16,1331,1706.33500011358,14.6981445,0.484704761904762,"1",13,1.0607,"cropland",-1.05857917808141,0.775225643773269,19.1730325991278,"low","Humid","direct measurement"
"30",29087,29160,30.36,-83.13,7.96916026625704,12.0907749265398,20.0599351927969,2.2,7.6,5.2,0.0428063397174056,2.37,1627,1743.90750293341,19.772255,0.851433333333333,"0",8,0.835,"forest",-1.39971693639875,0.602732501891701,23.5601948002938,"low","Sub-humid","direct measurement"
"31",29743,29828,46.98,-88.94,8.33972444105223,19.9494677001224,28.2891921411746,6.1,42.4,4.4,0.139750109077412,8.97,920,1173.10000046995,5.30467368,0.798461904761905,"0",8,0.8759,"forest",-0.934019070446478,0.705197504423824,35.4296078153036,"low","Sub-humid","direct measurement"
"32",29158,29231,47.32,-92.8,13.1736699824152,22.1489068528385,35.3225768352537,6.9,22.2,4.8,0.384218321054019,7.3,899,871.234998579603,3.9071207,0.58467619047619,"0",13,0.7708,"forest",-0.616572775779418,0.627046745659077,60.413913565533,"high","Sub-humid","direct measurement"
"33",29288,29361,36.8,-96.2,4.10512201662644,9.37064705206299,13.4757690686894,6.8,32.4,5.6,0.0920153370848505,5.98,1675,1165.14000146091,14.863953,0.429742857142857,"0",10,0.6074,"forest",-1.15116971483738,0.695370112406825,31.3577499770048,"low","Sub-humid","direct measurement"
"34",30421,30537,38.89,-81.42,0.992897327397462,9.56564836743926,10.5585456948367,24.4,78.7,5.6,0.0807678152929494,10.48,1192,1429.24750003964,11.4743045,0.746780952380952,"1",30,0.9556,"cropland",-0.958805994472469,0.905962681216315,14.1387453190565,"low","Humid","direct measurement"
"35",30433,30549,38.3,-98.49,8.08906512124447,18.9763992679579,27.0654643892024,13,47.2,6.6,0.0773091211519364,14.74,1784,821.062497280538,13.17248435,0.345604761904762,"1",5,0.371,"cropland",-0.765068777625567,0.701129638681849,78.3133433695592,"high","Arid","direct measurement"
"36",30436,30552,48.72,-120.65,17.7329051292295,64.3281907864409,82.0610959156705,10.9,46.5,4.5,1.00052555570253,0.19,886,1965.78500209749,-1.908222,0.294604761904762,"0",15,1.2409,"grassland",0.048020441958029,0.783906064970755,278.546400218061,"high","Humid","direct measurement"
"37",31573,31692,44.35,-94.31,0.895034591155857,7.24667993149115,8.141714522647,24,61.9,7.9,0.144686408289385,53.24,1114,995.135001894087,7.5518794,0.439328571428572,"1",15,0.6686,"cropland",1.14545071552039,0.890068045413994,18.5321762620001,"low","Sub-humid","direct measurement"
"38",30864,30981,30.47,-88.74,10.9361493530703,15.9139960730804,26.8501454261507,2.7,21.5,4.4,0.104075233326871,0.42,1545,2137.48999127746,19.735515,1.0575,"0",8,1.0449,"forest",-1.39181840773274,0.592696829775117,25.3902084408045,"low","Humid","direct measurement"
"39",31351,31470,38.58,-108.03,1.46858322439491,8.77177481450632,10.2403580389012,25.8,67,7.3,0.0667526522264938,56.36,1724,336.872498563491,10.22726335,0.484328571428571,"1",30,0.1392,"cropland",1.16533240101472,0.856588683831558,21.1434109879092,"low","Arid","direct measurement"
"40",32206,32325,39.86,-75.78,2.65358551266086,11.7257938978829,14.3793794105438,18.3,60.2,5.5,0.165237894736842,5.14,1231,1523.72250175476,11.306882,0.715385714285714,"1",5,0.9582,"cropland",-1.07198910691582,0.815458968228135,20.1001769023317,"low","Humid","direct measurement"
"41",31776,31895,40.48,-103.69,5.22438134930971,9.16644959624902,14.3908309455587,30.5,55.8,7.9,0.0935308838133069,27.78,1761,448.697501443326,9.297172,0.231033333333333,"1",10,0.2032,"cropland",-0.1286516083988,0.636964580497553,62.2889811523246,"high","Arid","direct measurement"
"42",31699,31818,45.15,-122.55,7.47908646979608,35.1770066787274,42.6560931485234,32.5,95.4,5.4,0.693375541191777,20.43,1173,1902.42750148987,11.3262685,0.722142857142857,"1",12,1.1554,"cropland",0.498072426539704,0.824665460014006,59.0687738950869,"high","Humid","direct measurement"
"43",30826,30943,33.55,-102.37,3.03319258609344,6.67942531256855,9.71261789866199,29.8,59.6,7.9,0.0721976443778016,13.77,2299,599.647497621365,14.8679803,0.198452380952381,"0",15,0.2096,"cropland",-0.818728215133431,0.687705969931001,48.9418058480868,"high","Arid","direct measurement"
"44",31105,31224,45.84,-86.39,12.5282776349614,14.9764612984301,27.5047389333915,3.2,19.6,5.3,0.0508574180734856,8.77,888,992.44999838993,5.841022025,0.794719047619048,"0",3,0.8732,"forest",-1.0872201632236,0.5445047609686,34.6093868214117,"low","Sub-humid","direct measurement"
"45",31216,31335,34.78,-90.81,9.97800586510263,14.2940833061801,24.2720891712827,15.6,93.9,6,0.260324527512186,10.17,1510,1798.63249261677,16.2428575,0.40382380952381,"1",8,0.872,"cropland",-0.682759834840578,0.588910299616565,60.105641616091,"high","Sub-humid","direct measurement"
