"","site_key","pedon_key","latidude","longitude","POM_mgpg_OC","MAOM_mgpg_OC","WS_mgpg_OC_calculated","clay_total","claysilt","ph_h2o","al_fe","DEC","ET","prcp_mean","temp_mean","NPP_MODIS_mean_2001_2022_kgC_m2","horizon_ap","hzn_bot","aridity_index_v3","land_cover_simple","MCI","fMAOM","SOC_NPP_Ratio","SOC_NPP_Ratio_factor","aridity_index_factor","fraction_quant_method"
"503",135411,74815,18.01,-67.08,1.3082745736,13.901124645,15.2093992186,59,90.4,7.2,0.405,53.86,1967,1341.46999912895,25.9532935,0.920657142857143,"1",35,0.5259,"cropland",1.59569107809271,0.91398249498244,16.5201555612761,"low","Sub-humid","MIR prediction"
"504",31801,31920,46.62,-111.01,1.9893705175,6.62452507,8.6138955875,43.7,73.5,7.7,0.235,33.5,1400,541.542500693351,5.09963315,0.267452380952381,"0",26,0.2548,"grassland",0.367918475967262,0.769051006331344,32.2072122028844,"low","Arid","MIR prediction"
"505",134464,73779,46.9,-116.48,27.02810691,53.5138179575,80.5419248675,11.1,81.9,6.5,0.985,34.61,1109,NA,NA,0.576442857142857,"0",4,0.7482,"forest",1.63347840225412,0.664421890158894,139.722305289212,"high","Sub-humid","MIR prediction"
"506",38860,39475,59.81,-156.32,5.3683779225,31.404356225,36.7727341475,13.8,72.2,5.4,1.53,4.59,643,876.48999860324,-0.5006931,0.274733333333333,"0",28,0.9562,"grassland",1.11068019582407,0.854011999734184,133.848826064669,"high","Humid","MIR prediction"
"507",135194,74598,40.15,-112.45,3.0821071575,13.325368125,16.4074752825,12.8,62.3,8.6,0.09,50.16,1753,567.349998795427,8.93588725,0.254309523809524,"0",8,0.1602,"grassland",0.912839923472174,0.812152259599176,64.5177382141185,"high","Arid","MIR prediction"
"508",31903,32022,48.58,-96.4,0.826320121125,12.2857320125,13.112052133625,12.4,26.4,7.8,0.15,25.59,946,643.002498842776,3.7787697,0.477871428571429,"1",26,0.5295,"cropland",-0.139749973878095,0.936980107102689,27.4384517459493,"low","Sub-humid","MIR prediction"
"509",29279,29352,32.6,-106.76,1.016471230925,2.581836315,3.598307545925,6.8,15.3,8.3,0.065,23.61,2331,349.332499399781,15.5461725,0.105914285714286,"0",6,0.1179,"shrubland",-0.369941834419934,0.717514076283966,33.9737696539992,"low","Arid","MIR prediction"
"510",136342,75746,44.41,-122.42,21.0292197125,44.043800305,65.0730200175,13.6,38.6,4.7,2.48,12.56,1227,2533.3125077039,9.339225,0.812242857142857,"0",25,1.5608,"forest",3.02086548955723,0.676836579786144,80.1152259391983,"high","Humid","MIR prediction"
"511",135234,74638,35.7,-83.36,11.9060830175,34.2843593125,46.19044233,21.7,55.3,4.3,0.72,4.31,1254,1855.15749905258,11.4343773,0.625295238095238,"0",11,1.1517,"forest",-0.213132030425428,0.742239250872746,73.8698130353661,"high","Humid","MIR prediction"
"512",133050,72310,46.6,-122.84,6.0657763425,13.92567309,19.9914494325,31.8,74.5,5.6,1.05,26.66,971,1783.00249852985,10.7532902,0.903966666666667,"0",18,1.3124,"forest",1.36666243237145,0.696581462840863,22.1152506720381,"low","Humid","MIR prediction"
"513",135541,74945,37.02,-119.25,33.362785215,19.439613815,52.80239903,14.3,42.5,6,0.2,16.05,2009,1371.97750684619,12.277507,0.428795238095238,"0",6,0.4091,"forest",-0.505237647633904,0.368157776391093,123.141290618233,"high","Arid","MIR prediction"
"514",32999,33145,40.08,-123.94,8.1598472225,31.10083182,39.2606790425,11.6,45.3,5.4,1.485,7.95,1307,3032.8949988177,11.791167,1.1203380952381,"0",18,1.4251,"forest",1.19508408437964,0.792162351199609,35.0435990790408,"low","Humid","MIR prediction"
"515",33853,34050,37.86,-120.5,0.888974922875,11.764381135,12.653356057875,18.2,59.9,7.3,0.165,25.07,2011,1188.29000012577,14.9826387,0.414947619047619,"0",12,0.3306,"grassland",-0.139809400431678,0.92974394154334,30.4938635071983,"low","Arid","MIR prediction"
"516",133899,73166,42.15,-120.4,2.7615469425,4.297259565,7.0588065075,8.3,26.8,6.8,0.04,5.31,1497,630.087499638088,8.10388522,0.234795238095238,"0",7,0.2557,"grassland",-1.26668955154408,0.608779906409696,30.0636697948567,"low","Arid","MIR prediction"
"517",135025,74429,38.86,-78.16,21.509868655,36.1798069,57.689675555,25,81.6,6.1,0.68,28.01,1225,1342.73500021547,11.273187,0.724861904761905,"0",5,0.8478,"forest",0.831112043980387,0.627145265629151,79.5871257352796,"high","Sub-humid","MIR prediction"
"518",39484,40115,42.84,-116.95,4.1404056925,8.61713875,12.7575444425,16.5,70.1,6.5,0.16,12.33,1561,647.227500654757,7.2740491,0.199757142857143,"0",10,0.2222,"grassland",-0.744030348725974,0.675454339104098,63.8652729010227,"high","Arid","MIR prediction"
"519",34601,34815,42.45,-121.69,8.702184015,14.560016275,23.26220029,3.9,34.4,6.6,2.015,5.1,1265,1545.7875008285,4.2417754,0.581371428571429,"0",18,0.587,"forest",1.91935223619604,0.625908817458643,40.0126307327502,"high","Sub-humid","MIR prediction"
"520",134821,74216,44.76,-90.1,16.7954218425,32.282894765,49.0783166075,15.5,90.5,4.4,0.395,11.24,943,1242.31000178307,5.931715,0.614661904761905,"0",8,0.8889,"cropland",-0.414765783194416,0.657783253308787,79.8460360521463,"high","Sub-humid","MIR prediction"
"521",134118,73385,41.56,-115.03,2.57876151,8.311040125,10.889801635,20.7,63.1,6.6,0.13,20.17,1453,779.147502481937,4.38398365,0.240119047619048,"0",42,0.2772,"grassland",-0.425725862016124,0.763194813235916,45.3516776073376,"high","Arid","MIR prediction"
"522",34300,34514,40.22,-103.92,1.141238335,5.72677483,6.868013165,24.9,67.3,8,0.105,18.26,1752,439.954999256879,9.9757862,0.370457142857143,"1",17,0.1957,"cropland",-0.555552618147916,0.833832826527495,18.5392920542187,"low","Arid","MIR prediction"
"523",64170,66095,38.47,-79.7,3.831330465,11.273705575,15.10503604,7.5,35.9,3.6,0.07,0.07,1027,1625.66249956191,6.8281862,0.935971428571429,"0",18,1.2587,"forest",-1.46333482540584,0.746354099728451,16.1383516407705,"low","Humid","MIR prediction"
"524",38829,39444,33.11,-106.33,2.9215666025,6.882782995,9.8043495975,9.6,42.7,7.8,0.085,99.19,2351,345.622499778867,16.054978,0.0896666666666667,"0",3,0.0969,"shrubland",3.19896112041874,0.702013216333599,109.342188819703,"high","Arid","MIR prediction"
"525",38903,39520,45.01,-111.84,19.78918587,41.819342445,61.608528315,52.4,89.1,4.8,0.57,34.93,1079,1168.2525010705,-0.5848437,0.405971428571429,"0",10,0.4947,"forest",0.976915000725142,0.678791452884261,151.755823142023,"high","Arid","MIR prediction"
"526",29044,29117,39.06,-95.38,1.384855085,7.6015860075,8.9864410925,16.9,76.9,7.2,0.085,14.36,1477,1218.38500151783,12.717581,0.439561904761905,"1",15,0.6585,"cropland",-0.770404658774757,0.845895046688084,20.4440853384864,"low","Sub-humid","MIR prediction"
"527",34477,34691,38.99,-105.86,5.0924444275,2.4581576325,7.55060206,18.3,30.7,8.5,0.305,93.79,1370,417.842500569299,2.8558082,0.180471428571429,"0",15,0.2028,"grassland",3.30227972863609,0.325557831410864,41.8382129502098,"high","Arid","MIR prediction"
"528",33821,34018,40.13,-124.01,11.627110335,27.1295358125,38.7566461475,18.3,54.5,5.7,0.62,23.09,1297,2930.032503061,12.203471,1.28143333333333,"0",12,1.4271,"forest",0.503805715603719,0.699996994302614,30.2447619703197,"low","Humid","MIR prediction"
"529",135253,74657,28.04,-81.41,3.7550593275,11.9952328375,15.750292165,2.2,11.6,4.2,0.03,1.03,1787,1608.74249882624,22.2328055,0.768028571428572,"0",10,0.6864,"forest",-1.48314094337136,0.761587957343139,20.5074299979539,"low","Sub-humid","MIR prediction"
"530",135856,75260,33.78,-102.11,2.9952174875,8.6146161175,11.609833605,16.3,30,8.4,0.06,44.41,2281,568.982500547543,14.8841042,0.21092380952381,"1",22,0.209,"cropland",0.595241063026071,0.742010300112307,55.0427836061318,"high","Arid","MIR prediction"
"531",135393,74797,29.68,-81.96,0.046551348325,1.938567105,1.985118453325,1.3,3,4.7,0.05,0.07,1630,1729.49749835208,20.527965,0.838533333333333,"0",44,0.7934,"forest",-1.49569804676056,0.976549838501059,2.36736975670814,"low","Sub-humid","MIR prediction"
"532",31832,31951,35.88,-80.79,0.521758308775,8.25022009,8.771978398775,16.6,31.7,6.1,0.135,4.22,1348,1493.93500287551,14.490162,0.602852380952381,"1",15,0.8643,"cropland",-1.16396753549551,0.940519882168444,14.5507900042082,"low","Sub-humid","MIR prediction"
"533",39512,40143,18.43,-67.11,0.135838861799,17.10696025,17.242799111799,61,72.1,6.7,0.48,19.65,1790,2173.27000096347,24.6929015,0.734238095238095,"1",16,1.033,"cropland",0.116298669121726,0.992121994757449,23.4839341946805,"low","Humid","MIR prediction"
"534",136043,75447,43.97,-87.79,1.253764525,10.6105149775,11.8642795025,14.4,55.3,7.4,0.225,20.18,1003,1110.4899985753,7.4166795,0.714695238095238,"1",30,0.7869,"cropland",-0.271532640531824,0.894324427814111,16.6004736985795,"low","Sub-humid","MIR prediction"
"535",135983,75387,45.71,-89.58,1.9044318125,6.727627125,8.6320589375,4.4,19.5,4.5,0.225,0.7,898,1103.87499978626,4.30840265,0.65362380952381,"0",14,0.8828,"forest",-1.18304089679363,0.779376875634313,13.2064634300712,"low","Sub-humid","MIR prediction"
"536",135869,75273,33.8,-102.51,1.910734005,6.799648585,8.71038259,16.1,36.1,7.2,0.08,9.75,2277,555.724998245016,14.5000795,0.225157142857143,"0",12,0.2054,"grassland",-0.994206606894078,0.780637189554265,38.685792862128,"high","Arid","MIR prediction"
"537",136428,75832,46.67,-92.63,3.6052485775,10.77421867,14.3794672475,5.7,33.8,5.5,0.285,4.57,930,997.734997801483,4.1570683,0.595042857142857,"1",18,0.8264,"cropland",-0.904866173605615,0.74927801458522,24.1654312372458,"low","Sub-humid","MIR prediction"
"538",135358,74762,40.17,-105.53,2.422123165,3.118514435,5.5406376,5.1,25.8,5.2,0.095,3.2,1343,897.004999324679,3.09168815,0.601076190476191,"0",16,0.3609,"forest",-1.27642182324534,0.562843964925625,9.2178623738374,"low","Arid","MIR prediction"
"539",134985,74389,32.53,-87.8,5.31923119,17.027478425,22.346709615,34.8,94.1,5.6,0.615,13.33,1538,1836.93250289559,17.5097285,0.723195238095238,"0",12,0.9086,"forest",0.0390249420353049,0.761968035489685,30.8999678618696,"low","Humid","MIR prediction"
"540",135469,74873,31.84,-110.91,0.308165266525,1.229557655,1.537722921525,9.6,23.1,7.4,0.035,4.05,2530,595.072499038652,18.592301,0.144861904761905,"0",46,0.1588,"shrubland",-1.33373828310914,0.799596362770359,10.6150952802423,"low","Arid","MIR prediction"
"541",134654,74009,48.92,-115.14,3.3705721475,8.079135255,11.4497074025,5.3,37.3,7.9,0.21,24.56,1132,764.872500273399,6.620723354,0.355609523809524,"0",11,0.4122,"forest",-0.0908560749037765,0.705619363970467,32.1974149619031,"low","Arid","MIR prediction"
"542",132779,72019,36.45,-118.59,11.1792166525,23.617486975,34.7967036275,5.6,54.5,6,0.625,11.43,1494,1918.04250347614,3.610737,0.480080952380952,"0",15,0.485,"forest",-0.0336982566763244,0.678727710182725,72.4809085945327,"high","Arid","MIR prediction"
"543",43229,43943,37.95,-120.54,0.85501407495,4.7818660325,5.63688010745,16.5,53.2,6.3,0.3,15.2,1965,1152.92500077561,15.576824,0.433719047619048,"0",17,0.3119,"grassland",-0.383194745060678,0.848317853377799,12.9966164465092,"low","Arid","MIR prediction"
"544",135133,74537,44.04,-71.29,6.1807648175,4.843249825,11.0240146425,2.3,41.1,3.8,0.045,0,959,1783.09249687195,4.62813445,0.969128571428571,"0",15,1.347,"forest",-1.50706429244515,0.439336301888443,11.3751827853447,"low","Humid","MIR prediction"
"545",54698,55499,39.03,-75.64,2.199036445,9.3058002975,11.5048367425,8.7,41.8,3.8,0.15,0.3,1303,1427.52500677668,13.09452615,0.614219047619048,"1",19,0.8731,"cropland",-1.32311977885043,0.808859830502719,18.7308368034128,"low","Sub-humid","MIR prediction"
"546",135307,74711,45.73,-122.3,37.9114909475,53.371629155,91.2831201025,27.6,67,5.5,1.44,3.13,1039,3946.51000335813,6.8707613,0.726214285714286,"0",15,2.4629,"forest",0.896729372513166,0.584682349760504,125.697224494443,"high","Humid","MIR prediction"
"547",134608,73963,46.79,-68.02,3.859830215,14.536070065,18.39590028,13.4,63.6,6.5,0.76,9.57,870,1345.82250000536,4.08463285,0.543947619047619,"1",30,1.0832,"cropland",0.0977203582766619,0.790179868544058,33.8192495670977,"low","Humid","MIR prediction"
"548",135305,74709,37.11,-119.73,2.155957895,2.7084319475,4.8643898425,6.6,19.9,5.9,0.055,1.74,2117,900.842499673367,15.89267375,0.536028571428572,"0",22,0.2686,"grassland",-1.40946459316945,0.556787600335098,9.07487044867011,"low","Arid","MIR prediction"
"549",29298,29371,42.69,-121.42,45.352217835,23.047452495,68.39967033,2.1,18.9,5.6,1.225,4.33,1328,840.444999575615,6.0639865,0.583157142857143,"0",8,0.3726,"forest",0.604975148879893,0.336952683891686,117.292004681414,"high","Arid","MIR prediction"
"550",134952,74356,39.09,-96.56,6.0923053925,23.6494232475,29.74172864,32.5,88.8,6.5,0.255,23.31,1541,1175.17750006914,12.05566875,0.379933333333333,"0",14,0.5792,"grassland",-0.0765288330326376,0.795159673930103,78.2814405334269,"high","Sub-humid","MIR prediction"
"551",68155,70083,33.05,-102.4,1.595536125,4.1497963625,5.7453324875,9.5,16,8.3,0.04,17.98,2352,631.790002040565,15.8665258,0.210752380952381,"1",25,0.1912,"cropland",-0.673834848934371,0.722290027866729,27.2610561339193,"low","Arid","MIR prediction"
"552",54020,54821,40.9,-96.64,1.305525335,10.7359117025,12.0414370375,33.2,95.7,5.5,0.275,18.2,1426,1089.15750303864,10.879145,0.416557142857143,"1",23,0.5392,"cropland",-0.283272756929354,0.89158060363275,28.9070473138654,"low","Sub-humid","MIR prediction"
"553",135145,74549,46.23,-89.53,5.3754199075,13.648382905,19.0238028125,2.6,29.4,4.2,0.11,4.32,887,1137.96249902574,4.00631245,0.686266666666667,"0",10,0.9497,"forest",-1.19974236169474,0.717437151736667,27.7207151921022,"low","Humid","MIR prediction"
"554",135213,74617,35.95,-84.26,12.763224425,34.667631435,47.43085586,63.1,96.9,5.7,0.275,31.38,1291,1701.43500211835,13.889318,0.461090476190476,"0",6,0.9355,"forest",0.333445868200555,0.730908831527882,102.866700374888,"high","Humid","MIR prediction"
"555",32111,32230,37.93,-79.21,0.6001362691,8.7588450725,9.3589813416,24.9,88.9,6.4,0.135,6.3,1250,1451.70000177622,11.8120685,0.789514285714286,"1",22,0.8694,"cropland",-1.06664016521704,0.935875898541176,11.8541000599283,"low","Sub-humid","MIR prediction"
"556",134996,74400,32.52,-87.81,7.092199185,19.122905125,26.21510431,23.8,78.5,6.8,0.435,22.83,1535,1844.432498537,17.49883,0.404352380952381,"0",6,0.9102,"forest",0.19227999678782,0.72946134025892,64.8323233518619,"high","Humid","MIR prediction"
"557",32953,33099,40.27,-124.24,4.46129457,16.3585231575,20.8198177275,25.2,82.8,4.9,0.905,12.27,1178,2809.52750125527,12.3716,1.6573619047619,"1",22,1.6358,"cropland",0.45869212644057,0.785718845938441,12.5620226141803,"low","Humid","MIR prediction"
"558",135032,74436,38.89,-78.16,23.4766025025,18.7426172425,42.219219745,28.1,87.5,6.8,0.415,15.29,1243,1303.49249961227,11.42426,0.687685714285714,"1",23,0.8185,"cropland",-0.19289494182634,0.443935661428695,61.3931900400931,"high","Sub-humid","MIR prediction"
"559",132649,71964,48.61,-122.3,19.976352615,36.1645025575,56.1408551725,15.8,63.6,4.7,1.29,7.95,913,1869.56249891967,8.9371393,0.758352380952381,"0",10,1.5813,"forest",0.879542676171196,0.644174415341197,74.0300374635802,"high","Humid","MIR prediction"
"560",33444,33610,47.91,-89.14,9.0822481925,25.0040860825,34.086334275,2.9,19,5.8,1.53,2.76,832,1052.6875022091,3.49345185,0.818561904761905,"0",47,0.8853,"forest",1.02505082678099,0.733551630420957,41.6417305480576,"high","Sub-humid","MIR prediction"
"561",29752,29837,46.54,-89.11,3.463585725,25.5061528125,28.9697385375,74.5,96.3,5.2,1.025,18.79,936,1137.08750234544,4.63912355,0.660876190476191,"1",28,0.8678,"cropland",0.957955326787889,0.880441250081821,43.8353491243587,"high","Sub-humid","MIR prediction"
"562",43203,43917,48,-122.39,1.526830245,9.01947999,10.546310235,3.1,25,5.6,1.365,0.88,939,1405.90750151873,10.2136627,0.88297619047619,"0",20,0.9588,"forest",0.670085281314459,0.855226120702109,11.9440482639881,"low","Humid","MIR prediction"
"563",68154,70082,33.05,-102.4,1.337985865,5.1614142375,6.4994001025,11.6,21.3,7.8,0.05,13.17,2352,631.790002040565,15.8665258,0.210752380952381,"1",5,0.1912,"cropland",-0.882722782025973,0.794137021279034,30.8390352371323,"low","Arid","MIR prediction"
"564",135144,74548,46.23,-89.54,6.171703695,19.395627965,25.56733166,7.9,47.1,4.6,0.42,8.69,887,1137.96249902574,4.00631245,0.681185714285714,"0",10,0.9528,"forest",-0.493631369102032,0.758609784662996,37.5335699557494,"high","Humid","MIR prediction"
"565",135986,75390,45.88,-89.31,4.6550889875,7.1903392125,11.8454282,4.8,17.4,4.4,0.37,0.64,887,1109.04000077397,4.24103865,0.749138095238095,"0",19,0.874,"forest",-0.951215062268462,0.607013869916497,15.8120756043453,"low","Sub-humid","MIR prediction"
"566",31795,31914,46.29,-110.93,4.68433053,16.1504519375,20.8347824675,23.2,62.7,5.8,0.27,17.55,1356,723.442501068115,4.2033915,0.254466666666667,"1",13,0.2977,"cropland",-0.321778365480054,0.775167773538934,81.876273778491,"high","Arid","MIR prediction"
"567",68973,70945,40.44,-115.51,5.1365355375,17.617992335,22.7545278725,17.8,44,6.1,0.31,17.1,1608,1113.89499813318,4.3237292,0.28932380952381,"0",6,0.3096,"grassland",-0.278108324994336,0.774263145942581,78.6472703713914,"high","Arid","MIR prediction"
"568",31204,31323,44.92,-119.49,1.9147344975,9.6186118675,11.533346365,20.3,62.4,7.6,0.575,27.11,1411,696.947500512004,8.29478085,0.503833333333333,"0",36,0.2735,"grassland",0.619092327420732,0.833982745605334,22.8911935792259,"low","Arid","MIR prediction"
"569",35083,35303,40.5,-123.68,3.360090815,31.1318578675,34.4919486825,12.8,38.1,5.5,0.56,15.45,1384,2640.98999992013,10.1035556,0.943238095238095,"0",25,1.0735,"forest",0.0492251337859769,0.902583329056593,36.5675950289025,"low","Humid","MIR prediction"
"570",54695,55496,38.54,-75.68,0.239648633375,4.2989658575,4.538614490875,2.8,7.6,3.9,0.06,0,1342,1371.61500090081,13.52531265,0.594709523809524,"0",16,0.8367,"cropland",-1.48279187642911,0.947197843338133,7.63164924920329,"low","Sub-humid","MIR prediction"
"571",52718,53470,44.91,-72.75,1.8604012025,8.347134745,10.2075359475,2.7,25.5,5,0.205,3.01,902,1582.87500016345,6.32027955,0.668,"1",19,1.2356,"cropland",-1.10731458673332,0.81774238052469,15.2807424363772,"low","Humid","MIR prediction"
"572",31098,31217,42.01,-121.38,2.0496643925,2.835501615,4.8851660075,4.7,11.8,6.1,0.175,4.53,1484,427.962500696536,8.529188875,0.52442380952381,"1",8,0.2094,"cropland",-1.0847355712542,0.580430963993192,9.31530170595393,"low","Arid","MIR prediction"
"573",134458,73747,46.78,-116.12,6.1759732975,13.8595712425,20.03554454,7.2,54.1,6.5,1.415,4.37,1101,NA,NA,0.539233333333333,"0",21,0.8524,"forest",0.914297431947324,0.691749166828485,37.155612054151,"high","Sub-humid","MIR prediction"
"574",135994,75398,46.09,-91.41,3.59453711,14.47181802,18.06635513,3.6,12.9,4.9,0.145,2.4,932,1193.74249975383,4.8326326,0.654980952380952,"0",10,0.8751,"forest",-1.23294737381181,0.801036950500817,27.5830236960726,"low","Sub-humid","MIR prediction"
"575",136808,76214,44.14,-120.3,4.392038555,6.6639346375,11.0559731925,17.1,46.5,7.1,0.16,23.88,1478,520.337499666959,7.720128665,0.196357142857143,"1",18,0.2083,"cropland",-0.203582691650826,0.602745187734409,56.3054291360495,"high","Arid","MIR prediction"
"576",32995,33141,40.25,-124.24,9.1919858375,30.981562945,40.1735487825,25,63.3,4.7,0.455,4.75,1202,3292.02999342233,11.4082548,1.52871428571429,"0",20,1.6194,"forest",-0.621356231201077,0.771193083108851,26.2793048759462,"low","Humid","MIR prediction"
"577",32301,32422,36.03,-80.96,2.7211616575,6.763184725,9.4843463825,19.6,41,5.2,0.085,2.18,1317,1623.37499404419,13.7615858,0.786542857142857,"1",21,0.929,"cropland",-1.34033127896309,0.71308917370195,12.058270310854,"low","Humid","MIR prediction"
"578",135341,74745,31.18,-84.47,4.9979267675,18.554915315,23.5528420825,9.3,38,7,0.07,28.76,1634,1729.12000113446,19.1060715,0.746733333333333,"0",15,0.8294,"forest",-0.120872203632164,0.78779941928055,31.5411687561378,"low","Sub-humid","MIR prediction"
"579",52781,53582,36.45,-85.38,1.433840465,7.866348175,9.30018864,13.3,49.5,5.8,0.215,1.2,1306,1899.10999919474,13.2567892,0.748709523809524,"0",15,1.0594,"forest",-1.1758265050002,0.84582673314463,12.4216246010596,"low","Humid","MIR prediction"
"580",31725,31844,32.54,-106.71,0.081645950725,9.849296605,9.930942555725,30.2,55.6,8.4,0.155,51.49,2336,363.035000286996,15.6061235,0.098,"0",35,0.1168,"shrubland",1.08025375944728,0.991778630249157,101.336148527806,"high","Arid","MIR prediction"
"581",33818,34015,40.45,-124.2,5.0727194475,23.6621037875,28.734823235,32.9,74.9,5,0.67,4.97,1189,3113.62999849766,9.825381,1.30041428571429,"0",36,1.5003,"grassland",-0.263157360550772,0.823464393498643,22.0966683853497,"low","Humid","MIR prediction"
"582",32317,32438,41.31,-123.95,7.7029256775,28.9420761175,36.645001795,24.1,73.9,5.9,1.135,0,1231,2664.34750315547,9.4921205,0.951495238095238,"0",31,1.3731,"forest",0.256731271386683,0.789796007635862,38.5130690389562,"high","Humid","MIR prediction"
"583",58723,59524,44.46,-122.2,22.553249545,52.76670417,75.319953715,6,43.1,5.3,2.855,3.85,1162,3376.04250532389,5.06687379,0.740342857142857,"0",9,1.8188,"forest",3.220117526917,0.700567400368589,101.736584594975,"high","Humid","MIR prediction"
"584",26560,26560,44.82,-123.23,4.0717783075,15.4499974925,19.5217758,22.4,90.7,4.8,0.71,8.62,1124,1914.74499971,11.075811,0.704895238095238,"1",20,1.0867,"cropland",-0.027640099804612,0.791423774700865,27.6945774988516,"low","Humid","MIR prediction"
"585",136780,76186,43.86,-120.64,7.50583094,6.997600285,14.503431225,8.2,25.4,6.4,0.14,9.31,1428,452.092500496656,6.34386865,0.133057142857143,"0",10,0.1813,"grassland",-0.917705425004232,0.482478951114549,109.001523056689,"high","Arid","MIR prediction"
"586",135060,74464,38.87,-76.54,4.924421915,17.9553293275,22.8797512425,28.7,44.7,4.7,0.41,15.66,1357,1359.21500189975,13.4296052,0.879071428571429,"0",10,0.8097,"forest",-0.183672705336637,0.784769429404779,26.0271810672788,"low","Sub-humid","MIR prediction"
"587",135416,74820,18.02,-67.08,2.415207285,21.6777518925,24.0929591775,45.7,78.7,6.3,0.515,36.5,1967,1375.44500057772,25.9511205,0.963133333333333,"1",16,0.5376,"cropland",0.96137958975795,0.899754643370852,25.0151856899356,"low","Sub-humid","MIR prediction"
"588",33307,33457,37.35,-89.1,2.0363346975,4.6502951025,6.6866298,12.8,98.1,7.8,0.27,12.85,1347,1548.95749753714,13.77224915,0.69442380952381,"1",24,0.8911,"cropland",-0.541700788705439,0.695461726100045,9.62903303183866,"low","Sub-humid","MIR prediction"
"589",135152,74556,45.81,-90.09,7.1233221375,18.9861403325,26.10946247,8,47,4.8,0.13,10.78,898,1191.37749751657,4.1170876,0.922466666666667,"0",5,0.9148,"forest",-0.865102788417479,0.727174692099282,28.3039630736431,"low","Humid","MIR prediction"
"590",28681,28751,44.91,-123.58,10.12454982,25.6257087125,35.7502585325,16.7,57.4,4.9,1.345,0.42,956,4066.20750437677,6.90044655,0.940557142857143,"0",20,3.2698,"forest",0.616197737686623,0.716797857257566,38.0096614054739,"high","Humid","MIR prediction"
"591",68972,70944,40,-111.68,3.8066094075,17.3207976225,21.12740703,19.1,52.9,7.3,0.11,54.12,1620,926.56000161916,8.11224955,0.471157142857143,"1",14,0.2875,"cropland",1.13049948439551,0.81982600126486,44.8415297322701,"high","Arid","MIR prediction"
"592",29282,29355,32.89,-106.15,22.066722445,5.604177205,27.67089965,16.2,73.7,7.8,0.275,280.22,2358,392.317498418503,16.0550655,0.112990476190476,"0",5,0.0903,"shrubland",11.9771683778612,0.202529634955327,244.895858331929,"high","Arid","MIR prediction"
"593",29159,29232,47.28,-92.95,6.49374943,16.741183185,23.234932615,4.5,19.1,4.9,0.16,7.14,903,902.119999747723,4.040296,0.566604761904762,"0",10,0.7701,"forest",-0.986880854372729,0.720517828151231,41.0073020510644,"high","Sub-humid","MIR prediction"
"594",52784,53585,42.3,-122.2,33.0115937375,42.0092067075,75.020800445,9.2,49.1,6.4,2.365,18.75,1259,1617.85749734938,5.2980601,0.611947619047619,"0",12,0.6711,"forest",3.12441947735596,0.559967455136635,122.593500015174,"high","Sub-humid","MIR prediction"
"595",31907,32026,46.02,-96.7,0.94979612505,22.9838189725,23.93361509755,43.2,85.7,7.8,0.13,54.5,1155,666.872500114143,6.46423275,0.367814285714286,"1",30,0.464,"cropland",1.18064366762802,0.960315392339236,65.0698355858352,"high","Arid","MIR prediction"
"596",31836,31955,35.87,-80.82,4.5684813475,2.823116095,7.3915974425,16.6,37.6,5.2,0.215,8.41,1351,1501.76249971986,14.4413615,0.776885714285714,"0",33,0.8642,"forest",-0.838456149371475,0.381935855809426,9.51439485445552,"low","Sub-humid","MIR prediction"
"597",135480,74884,39.12,-96.64,2.3199535975,5.179028075,7.4989816725,45.9,95.3,7.1,0.19,29.53,1553,1059.78250214364,12.41611515,0.429842857142857,"1",43,0.5722,"cropland",0.109336968301121,0.690630848451377,17.4458678279438,"low","Sub-humid","MIR prediction"
"598",135472,74876,31.91,-110.83,1.511555785,5.869783365,7.38133915,4.9,25.2,8.5,0.05,41.64,2543,588.405000410974,18.387866,0.144633333333333,"0",5,0.1564,"shrubland",0.449445598660562,0.795219301771278,51.0348408619498,"high","Arid","MIR prediction"
"599",34001,34198,37.24,-89.37,7.5721152725,15.0289255075,22.60104078,11,98.4,6.5,0.22,13.41,1342,1635.47499617189,13.658981,0.757914285714286,"0",7,0.9015,"forest",-0.59640531932494,0.664966080712501,29.820048527915,"low","Humid","MIR prediction"
"600",134933,74337,39.03,-95.2,9.17887495,32.19681051,41.37568546,42,97.2,7.3,0.245,79.16,1463,1245.43500291184,12.7051995,0.593233333333333,"0",10,0.6797,"forest",2.52062303227676,0.778157755020791,69.746056290386,"high","Sub-humid","MIR prediction"
"601",135116,74520,46.8,-100.9,2.104437905,16.2908267575,18.3952646625,26.8,68.5,6.5,0.155,26.68,1275,557.41749913618,5.927996985,0.388495238095238,"1",15,0.3362,"cropland",-0.0806558831531045,0.885598933007469,47.3500389675059,"high","Arid","MIR prediction"
"602",68051,69979,46.8,-121.71,0.34626123385,0.499511910425,0.845773144275,4.7,28.2,6.1,0.395,0,837,3892.23250575364,0.69500275,0.146833333333333,"0",20,2.9483,"grassland",-0.940707918737677,0.590597979855678,5.76008951833144,"low","Humid","MIR prediction"
"603",31173,31292,62.09,-160.03,2.53570855,9.862371515,12.398080065,5.4,68.2,7.5,1.125,33.16,575,596.212500419468,-1.0666602,0.391552380952381,"0",18,0.8093,"forest",1.79217254457183,0.7954757077946,31.6639118241189,"low","Sub-humid","MIR prediction"
